,Name,LTP,%Chg,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty,Open,Prev.Close,
44,HPCL,347.00,1.31,"3,404,889",347.00,0.00,270,0,344.20,342.50,
45,HUL,"2,404.95",1.21,"1,651,974","2,404.95",0.00,81,0,"2,388.00","2,376.20",
46,HDFC,"2,992.65",2.88,"2,802,442",0.00,"2,992.65",0,694,"2,925.00","2,908.85",
47,ICICI Bank,776.60,0.67,"15,380,106",776.60,0.00,"5,282",0,772.70,771.45,
48,ICICI Lombard,"1,510.25",0.16,"286,747","1,510.25",0.00,28,0,"1,519.00","1,507.80",
49,ICICI Prudentia,672.60,4.76,"4,491,815",672.60,0.00,33,0,648.35,642.05,
50,IOC,132.95,-0.26,"9,503,361",132.95,0.00,552,0,134.00,133.30,
51,IGL,497.70,-0.39,"1,170,158",0.00,497.70,0,"1,204",502.95,499.65,
52,INDUS TOWERS,293.10,0.67,"3,211,857",0.00,293.10,0,"1,004",292.70,291.15,
53,IndusInd Bank,"1,037.05",0.36,"3,479,296",0.00,"1,037.05",0,422,"1,040.00","1,033.30",
54,Info Edge,"6,406.50",4.21,"513,495",0.00,"6,406.50",0,37,"6,169.00","6,147.60",
55,Infosys,"1,780.20",2.71,"5,069,009",0.00,"1,780.20",0,"1,553","1,743.00","1,733.30",
56,Interglobe Avi,"2,306.25",7.39,"4,162,955",0.00,"2,306.25",0,510,"2,164.00","2,147.45",
57,ITC,232.90,1.26,"11,855,531",232.90,0.00,590,0,231.20,230.00,
58,JSW Steel,671.35,0.59,"2,542,949",671.35,0.00,505,0,672.05,667.40,
59,Jubilant Food,"4,003.75",2.66,"1,024,622",0.00,"4,003.75",0,180,"3,934.00","3,900.05",
60,Kotak Mahindra,"2,074.70",1.00,"1,434,428","2,074.70",0.00,12,0,"2,068.00","2,054.10",
61,Larsen,"1,959.95",1.46,"2,026,320","1,959.95",0.00,201,0,"1,940.00","1,931.70",
62,L&T Infotech,"7,243.25",4.24,"594,614","7,243.25",0.00,24,0,"7,000.00","6,948.75",
63,Lupin,948.25,1.35,"731,054",948.25,0.00,189,0,941.00,935.65,
64,M&M,937.80,1.41,"6,239,600",0.00,937.80,0,"4,268",934.00,924.75,
65,Marico,546.80,-0.26,"1,257,824",0.00,546.80,0,75,552.35,548.20,
66,Maruti Suzuki,"7,479.85",0.35,"349,666",0.00,"7,479.85",0,"1,395","7,530.00","7,453.45",
67,MRF,"78,174.85",1.25,"11,688","78,174.85",0.00,1,0,"77,580.00","77,210.90",
68,Muthoot Finance,"1,691.35",0.29,"1,069,334","1,691.35",0.00,324,0,"1,699.80","1,686.45",
69,Nestle,"19,142.45",1.53,"66,512","19,142.45",0.00,49,0,"18,950.00","18,854.00",
70,NMDC,143.05,-1.11,"11,385,732",143.05,0.00,1,0,147.00,144.65,
71,NTPC,136.45,-0.15,"9,306,659",0.00,136.45,0,"1,057",138.20,136.65,
72,ONGC,154.65,0.75,"10,552,485",154.65,0.00,"6,937",0,154.00,153.50,
73,Petronet LNG,236.90,0.00,"1,571,935",236.90,0.00,"2,523",0,238.95,236.90,
74,Pidilite Ind,"2,426.20",-1.93,"634,268","2,426.20",0.00,182,0,"2,490.00","2,474.00",
75,Piramal Enter,"2,654.30",-2.10,"1,015,011","2,654.30",0.00,175,0,"2,711.10","2,711.10",
76,Power Grid Corp,182.00,-0.08,"7,193,005",182.00,0.00,670,0,183.70,182.15,
77,P and G,"14,867.30",1.52,"16,118",0.00,"14,867.30",0,3,"14,754.85","14,644.95",
78,PNB,41.75,-0.24,"28,798,008",41.75,0.00,"2,376",0,42.20,41.85,
79,Reliance,"2,593.10",1.51,"4,020,744",0.00,"2,593.10",0,"7,865","2,562.90","2,554.55",
80,SBI Card,"1,085.70",1.09,"914,220",0.00,"1,085.70",0,160,"1,085.00","1,073.95",
81,SBI Life Insura,"1,174.90",1.88,"1,281,030",0.00,"1,174.90",0,302,"1,154.00","1,153.20",
82,Shree Cements,"29,388.90",1.30,"23,683","29,388.90",0.00,16,0,"29,228.45","29,010.55",
83,Siemens,"2,384.65",-0.54,"261,079","2,384.65",0.00,42,0,"2,410.00","2,397.50",
84,SBI,511.35,0.34,"19,836,221",0.00,511.35,0,327,512.00,509.60,
85,Sun Pharma,806.50,1.47,"2,076,523",0.00,806.50,0,315,803.95,794.85,
86,TCS,"3,526.05",1.09,"1,747,259",0.00,"3,526.05",0,"1,492","3,506.00","3,488.20",
87,TATA,847.90,1.22,"1,180,441",0.00,847.90,0,"2,771",842.25,837.65,
88,Tata Motors,507.05,0.72,"20,731,808",507.05,0.00,"2,838",0,506.95,503.45,
89,Tata Steel,"1,287.25",-0.95,"23,239,558",0.00,"1,287.25",0,434,"1,340.00","1,299.60",
90,Tech Mahindra,"1,585.00",4.14,"3,713,868",0.00,"1,585.00",0,"1,365","1,538.50","1,521.95",
91,Titan Company,"2,539.50",0.45,"1,673,817",0.00,"2,539.50",0,"1,103","2,547.85","2,528.10",
92,Torrent Pharma,"2,791.35",-1.53,"754,595",0.00,"2,791.35",0,16,"2,834.60","2,834.60",
93,UltraTechCement,"8,080.75",0.37,"180,509","8,080.75",0.00,13,0,"8,085.00","8,050.65",
94,United Brewerie,"1,734.80",1.20,"186,206",0.00,"1,734.80",0,190,"1,722.00","1,714.15",
95,United Spirits,958.60,0.81,"1,530,182",0.00,958.60,0,76,954.00,950.90,
96,UPL,769.55,0.63,"1,608,464",0.00,769.55,0,"2,165",770.00,764.70,
97,Vedanta,328.20,1.34,"15,039,279",328.20,0.00,"7,935",0,325.90,323.85,
98,Wipro,660.05,2.84,"6,063,253",660.05,0.00,"4,123",0,648.00,641.80,
99,Yes Bank,13.15,-0.75,"43,718,885",13.15,0.00,"308,853",0,13.30,13.25,
0,Aarti Ind,948.30,0.89,"1,186,211",948.30,0.00,356,0,950.10,939.90,
1,Abbott India,"19,754.65",-1.18,"11,666",0.00,"19,754.65",0,69,"20,001.00","19,990.45",
2,ACC,"2,571.95",0.54,"303,364",0.00,"2,571.95",0,885,"2,568.00","2,558.20",
3,Adani Enterpris,"1,705.20",2.42,"5,349,189",0.00,"1,705.20",0,"5,276","1,678.30","1,664.90",
4,Adani Green Ene,"1,292.30",5.00,"1,685,194","1,292.30",0.00,"105,846",0,"1,248.00","1,230.80",
5,Adani Ports,750.30,2.07,"4,585,484",0.00,750.30,0,"3,055",737.70,735.10,
6,Adani Total Gas,"1,663.25",0.26,"177,805","1,663.25",0.00,67,0,"1,666.00","1,658.90",
7,Adani Trans,"1,988.35",5.00,"206,635","1,988.35",0.00,661,0,"1,929.75","1,893.70",
8,AB Capital,106.55,-1.57,"1,766,815",106.55,0.00,123,0,108.95,108.25,
9,Aditya Birla F,298.20,-0.75,"3,079,654",298.20,0.00,345,0,302.90,300.45,
10,Ajanta Pharma,"2,184.40",1.58,"35,545",0.00,"2,184.40",0,109,"2,165.00","2,150.45",
11,Alembic Pharma,780.45,1.45,"326,310",0.00,780.45,0,364,770.00,769.30,
12,Alkem Lab,"3,550.20",0.57,"561,320",0.00,"3,550.20",0,259,"3,540.05","3,530.20",
13,Amara Raja Batt,696.70,-0.19,"611,957",0.00,0.00,0,0,699.00,698.05,
14,Ambuja Cements,422.85,0.39,"1,246,774",422.85,0.00,529,0,424.00,421.20,
15,Apollo Hospital,"4,669.50",2.24,"423,439","4,669.50",0.00,13,0,"4,612.90","4,567.25",
16,Apollo Tyres,232.50,0.22,"1,696,917",0.00,232.50,0,"2,705",233.00,232.00,
17,Ashok Leyland,145.70,-0.48,"8,584,972",145.70,0.00,"3,125",0,147.25,146.40,
18,Asian Paints,"3,122.90",1.94,"682,344",0.00,"3,122.90",0,30,"3,089.00","3,063.50",
19,AU Small Financ,"1,216.30",1.24,"445,769",0.00,"1,216.30",0,201,"1,206.80","1,201.40",
20,Aurobindo Pharm,687.90,0.20,"1,243,951",687.90,0.00,"1,550",0,690.00,686.55,
21,Avenue Supermar,"5,078.55",1.62,"487,061",0.00,"5,078.55",0,"1,886","5,044.95","4,997.75",
22,Axis Bank,736.05,-0.27,"9,372,897",0.00,736.05,0,"1,026",742.80,738.05,
23,Bajaj Auto,"3,635.05",-3.06,"745,428","3,635.05",0.00,129,0,"3,782.00","3,749.95",
24,Bajaj Finance,"7,579.10",1.70,"497,128",0.00,"7,579.10",0,11,"7,500.00","7,452.70",
25,Bajaj Finserv,"18,273.80",2.25,"207,802",0.00,"18,273.80",0,30,"18,135.00","17,871.35",
26,Bajaj Holdings,"4,984.30",1.48,"27,712",0.00,0.00,0,0,"4,975.00","4,911.60",
27,Balkrishna Ind,"2,361.75",-0.76,"954,647","2,361.75",0.00,278,0,"2,425.00","2,379.90",
28,Bandhan Bank,310.90,1.32,"4,369,452",310.90,0.00,"3,971",0,309.70,306.85,
29,Bank of Baroda,101.35,0.05,"25,655,521",101.35,0.00,"1,215",0,102.25,101.30,
30,Bank of India,61.75,-0.80,"5,821,598",61.75,0.00,45,0,62.80,62.25,
31,Bata India,"2,156.75",0.59,"549,920","2,156.75",0.00,401,0,"2,150.25","2,144.15",
32,Berger Paints,794.50,1.97,"984,960",794.50,0.00,"1,105",0,783.30,779.15,
33,Bharat Elec,223.60,0.13,"7,710,674",0.00,223.60,0,897,225.50,223.30,
34,Bharat Forge,775.05,-0.90,"7,646,975",0.00,775.05,0,"6,303",791.00,782.05,
35,BHEL,65.15,0.54,"36,992,832",0.00,65.15,0,"56,549",65.00,64.80,
36,BPCL,427.70,0.56,"2,144,462",427.70,0.00,191,0,428.00,425.30,
37,Bharti Airtel,743.50,2.05,"9,207,508",0.00,743.50,0,"9,312",733.00,728.60,
38,Biocon,346.45,-0.04,"704,956",346.45,0.00,300,0,347.50,346.60,
39,Bombay Burmah,"1,116.30",0.46,"34,508","1,116.30",0.00,45,0,"1,119.00","1,111.15",
40,Bosch,"18,565.75",1.73,"69,916",0.00,"18,565.75",0,111,"18,344.50","18,249.90",
41,Britannia,"3,687.95",1.22,"275,060","3,687.95",0.00,80,0,"3,668.60","3,643.40",
42,Cadila Health,492.60,0.13,"1,229,164",492.60,0.00,255,0,492.50,491.95,
43,Canara Bank,230.80,-0.35,"15,085,718",230.80,0.00,2,0,233.00,231.60,
44,Castrol,136.30,-1.02,"486,617",136.30,0.00,232,0,138.60,137.70,
45,CESC,90.60,-0.93,"2,498,012",90.60,0.00,"8,261",0,91.70,91.45,
46,Chola,Invest.,662.40,3.58,"3,233,137",662.40,0.00,"181,396",0,644.90,639.50
47,Cipla,915.95,1.22,"936,613",0.00,915.95,0,"1,147",910.80,904.90,
48,City Union Bank,163.85,-0.40,"1,912,776",163.85,0.00,45,0,164.75,164.50,
49,Coal India,166.95,-0.03,"7,027,513",166.95,0.00,"156,251",0,168.85,167.00,
50,COFORGE,LTD.,"5,418.00",0.78,"244,516",0.00,"5,418.00",0,165,"5,431.00","5,376.20"
51,Colgate,"1,522.90",-0.93,"430,703","1,522.90",0.00,511,0,"1,539.00","1,537.20",
52,Container Corp,687.20,0.30,"688,301",0.00,687.20,0,498,688.00,685.15,
53,Coromandel Int,790.90,-0.54,"699,888",790.90,0.00,828,0,798.00,795.20,
54,CG Consumer,466.25,1.49,"1,254,461",466.25,0.00,9,0,463.00,459.40,
55,Cummins,922.85,0.62,"398,802",0.00,922.85,0,"1,448",924.95,917.20,
56,Dabur India,602.45,0.58,"2,304,135",0.00,602.45,0,278,602.00,599.00,
57,Dalmia Bharat,"2,141.95",1.01,"167,057","2,141.95",0.00,43,0,"2,121.00","2,120.50",
58,Deepak Nitrite,"2,354.25",0.41,"388,117","2,354.25",0.00,437,0,"2,356.40","2,344.65",
59,Dhani Services,177.45,-1.55,"1,580,681",177.45,0.00,"2,184",0,180.50,180.25,
60,Divis Labs,"4,843.80",0.22,"356,046","4,843.80",0.00,223,0,"4,895.45","4,833.25",
61,Dixon Technolog,"5,405.85",0.43,"326,988",0.00,"5,405.85",0,302,"5,435.00","5,382.65",
62,DLF,428.35,2.97,"5,871,736",0.00,428.35,0,"4,475",418.50,416.00,
63,Dr Lal PathLab,"3,636.00",1.79,"91,471","3,636.00",0.00,89,0,"3,580.00","3,572.00",
64,Dr Reddys Labs,"4,843.25",0.59,"233,342",0.00,"4,843.25",0,45,"4,850.00","4,814.95",
65,Eicher Motors,"2,723.00",0.69,"879,209",0.00,"2,723.00",0,117,"2,725.00","2,704.35",
66,Emami,556.55,2.70,"774,967",0.00,556.55,0,752,542.40,541.90,
67,Endurance Techn,"1,816.75",-5.20,"259,045",0.00,"1,816.75",0,222,"1,865.00","1,916.45",
68,Escorts,"1,580.75",3.91,"2,365,813","1,580.75",0.00,"11,062",0,"1,535.00","1,521.30",
69,Exide Ind,181.35,0.08,"916,199",181.35,0.00,172,0,181.90,181.20,
70,Federal Bank,100.10,-0.10,"13,928,829",0.00,100.10,0,"11,807",100.95,100.20,
71,Fortis Health,257.25,1.14,"925,315",0.00,257.25,0,"7,816",256.65,254.35,
72,GAIL,148.00,-1.00,"7,010,851",148.00,0.00,"1,720",0,150.15,149.50,
73,Gland,"3,449.75",-2.86,"145,918",0.00,"3,449.75",0,745,"3,552.00","3,551.15",
74,Glenmark,523.80,1.74,"1,350,485",523.80,0.00,"21,720",0,514.85,514.85,
75,GMR Infra,42.05,-2.32,"21,709,880",0.00,42.05,0,"21,266",43.35,43.05,
76,Godrej Agrovet,606.95,-1.41,"95,456",0.00,606.95,0,49,615.85,615.65,
77,Godrej Consumer,919.60,-3.27,"2,401,940",919.60,0.00,104,0,957.80,950.65,
78,Godrej Ind,630.15,-0.41,"467,481",0.00,630.15,0,"2,213",636.90,632.75,
79,Godrej Prop,"2,291.95",-0.04,"1,733,393",0.00,"2,291.95",0,"2,616","2,320.00","2,292.80",
80,Grasim,"1,858.45",0.76,"1,152,941","1,858.45",0.00,10,0,"1,857.90","1,844.35",
81,Gujarat Gas,669.00,2.31,"1,550,486",669.00,0.00,913,0,655.10,653.90,
82,Guj State Petro,315.05,-0.41,"974,547",315.05,0.00,95,0,318.50,316.35,
83,Havells India,"1,372.70",2.00,"1,056,339",0.00,"1,372.70",0,9,"1,356.45","1,345.80",
84,HCL Tech,"1,172.35",1.00,"3,812,518","1,172.35",0.00,732,0,"1,168.90","1,160.70",
85,HDFC AMC,"2,678.70",1.16,"135,309",0.00,"2,678.70",0,34,"2,659.95","2,647.95",
86,HDFC Bank,"1,553.00",0.30,"7,457,046","1,553.00",0.00,337,0,"1,550.00","1,548.30",
87,HDFC Life,720.60,2.56,"5,345,270",720.60,0.00,216,0,708.85,702.60,
88,Hero Motocorp,"2,683.05",-0.66,"352,693",0.00,"2,683.05",0,40,"2,720.00","2,700.90",
89,Hindalco,468.55,3.22,"17,010,073",0.00,468.55,0,874,460.50,453.95,
90,Hindustan Aeron,"1,417.15",1.58,"1,380,016","1,417.15",0.00,427,0,"1,415.00","1,395.05",
91,HPCL,347.00,1.31,"3,404,889",347.00,0.00,270,0,344.20,342.50,
92,HUL,"2,404.95",1.21,"1,651,974","2,404.95",0.00,81,0,"2,388.00","2,376.20",
93,Hind Zinc,324.05,1.42,"760,512",0.00,324.05,0,256,321.50,319.50,
94,HDFC,"2,992.65",2.88,"2,802,442",0.00,"2,992.65",0,694,"2,925.00","2,908.85",
95,ICICI Bank,776.60,0.67,"15,380,106",776.60,0.00,"5,282",0,772.70,771.45,
96,ICICI Lombard,"1,510.25",0.16,"286,747","1,510.25",0.00,28,0,"1,519.00","1,507.80",
97,ICICI Prudentia,672.60,4.76,"4,491,815",672.60,0.00,33,0,648.35,642.05,
98,ICICI Securitie,801.70,2.99,"356,806",0.00,801.70,0,318,779.00,778.45,
99,IDFC First Bank,51.65,1.47,"25,653,038",51.65,0.00,"9,608",0,51.35,50.90,
100,Indiabulls Hsg,230.15,-2.85,"14,611,999",0.00,230.15,0,"10,449",235.00,236.90,
101,Indiamart Inter,"7,544.10",0.43,"202,449",0.00,"7,544.10",0,72,"7,551.00","7,511.65",
102,Indian Hotels,214.30,3.08,"6,719,530",214.30,0.00,"4,558",0,210.75,207.90,
103,IOC,132.95,-0.26,"9,503,361",132.95,0.00,552,0,134.00,133.30,
104,IGL,497.70,-0.39,"1,170,158",0.00,497.70,0,"1,204",502.95,499.65,
105,INDUS TOWERS,293.10,0.67,"3,211,857",0.00,293.10,0,"1,004",292.70,291.15,
106,IndusInd Bank,"1,037.05",0.36,"3,479,296",0.00,"1,037.05",0,422,"1,040.00","1,033.30",
107,Info Edge,"6,406.50",4.21,"513,495",0.00,"6,406.50",0,37,"6,169.00","6,147.60",
108,Infosys,"1,780.20",2.71,"5,069,009",0.00,"1,780.20",0,"1,553","1,743.00","1,733.30",
109,Interglobe Avi,"2,306.25",7.39,"4,162,955",0.00,"2,306.25",0,510,"2,164.00","2,147.45",
110,Ipca Labs,"2,218.95",0.40,"463,237",0.00,"2,218.95",0,81,"2,210.95","2,210.00",
111,IRCTC,864.85,2.07,"9,255,302",864.85,0.00,32,0,853.00,847.30,
112,ITC,232.90,1.26,"11,855,531",232.90,0.00,590,0,231.20,230.00,
113,Jindal Steel,398.50,-0.81,"6,996,964",0.00,398.50,0,"6,115",405.50,401.75,
114,JSW Energy,322.60,-3.28,"1,189,748",0.00,322.60,0,"1,901",334.00,333.55,
115,JSW Steel,671.35,0.59,"2,542,949",671.35,0.00,505,0,672.05,667.40,
116,Jubilant Food,"4,003.75",2.66,"1,024,622",0.00,"4,003.75",0,180,"3,934.00","3,900.05",
117,Kotak Mahindra,"2,074.70",1.00,"1,434,428","2,074.70",0.00,12,0,"2,068.00","2,054.10",
118,L&T Finance,86.00,0.70,"3,602,112",0.00,86.00,0,"3,723",85.60,85.40,
119,L&T Technology,"5,288.95",2.29,"311,067",0.00,"5,288.95",0,980,"5,220.00","5,170.75",
120,Larsen,"1,959.95",1.46,"2,026,320","1,959.95",0.00,201,0,"1,940.00","1,931.70",
121,L&T Infotech,"7,243.25",4.24,"594,614","7,243.25",0.00,24,0,"7,000.00","6,948.75",
122,Laurus Labs,452.45,-2.11,"4,250,872",452.45,0.00,577,0,462.60,462.20,
123,LIC Housing Fin,431.05,0.81,"2,393,294",431.05,0.00,523,0,430.90,427.60,
124,Lupin,948.25,1.35,"731,054",948.25,0.00,189,0,941.00,935.65,
125,Mahanagar Gas,"1,009.20",0.36,"205,848",0.00,"1,009.20",0,71,"1,006.95","1,005.55",
126,M&M Financial,198.50,1.04,"1,834,531",198.50,0.00,"3,455",0,197.25,196.45,
127,M&M,937.80,1.41,"6,239,600",0.00,937.80,0,"4,268",934.00,924.75,
128,Manappuram Fin,218.45,0.76,"2,362,133",0.00,218.45,0,160,218.00,216.80,
129,Marico,546.80,-0.26,"1,257,824",0.00,546.80,0,75,552.35,548.20,
130,Maruti Suzuki,"7,479.85",0.35,"349,666",0.00,"7,479.85",0,"1,395","7,530.00","7,453.45",
131,Max Financial,973.55,0.92,"1,248,970",973.55,0.00,728,0,956.30,964.65,
132,Mindtree,"4,914.10",0.53,"1,133,014",0.00,"4,914.10",0,"3,298","4,949.00","4,888.05",
133,MphasiS,"3,353.40",0.15,"773,128","3,353.40",0.00,121,0,"3,405.00","3,348.25",
134,MRF,"78,174.85",1.25,"11,688","78,174.85",0.00,1,0,"77,580.00","77,210.90",
135,Muthoot Finance,"1,691.35",0.29,"1,069,334","1,691.35",0.00,324,0,"1,699.80","1,686.45",
136,Natco Pharma,828.70,0.55,"377,907",828.70,0.00,702,0,816.00,824.15,
137,Navin Fluorine,"3,531.95",-1.79,"197,173",0.00,"3,531.95",0,397,"3,618.00","3,596.40",
138,Nestle,"19,142.45",1.53,"66,512","19,142.45",0.00,49,0,"18,950.00","18,854.00",
139,Nippon,422.25,0.37,"398,907",422.25,0.00,179,0,424.95,420.70,
140,NMDC,143.05,-1.11,"11,385,732",143.05,0.00,1,0,147.00,144.65,
141,NTPC,136.45,-0.15,"9,306,659",0.00,136.45,0,"1,057",138.20,136.65,
142,Oberoi Realty,974.05,1.76,"1,114,116",974.05,0.00,145,0,967.65,957.25,
143,ONGC,154.65,0.75,"10,552,485",154.65,0.00,"6,937",0,154.00,153.50,
144,Oil India,221.90,2.42,"2,027,151",221.90,0.00,232,0,223.10,216.65,
145,Page Industries,"40,439.95",0.63,"60,777",0.00,"40,439.95",0,40,"40,399.00","40,186.95",
146,Petronet LNG,236.90,0.00,"1,571,935",236.90,0.00,"2,523",0,238.95,236.90,
147,Pfizer,"5,129.50",-0.21,"13,231",0.00,"5,129.50",0,7,"5,183.85","5,140.30",
148,PI Industries,"2,737.85",-0.42,"262,891","2,737.85",0.00,161,0,"2,769.90","2,749.30",
149,Pidilite Ind,"2,426.20",-1.93,"634,268","2,426.20",0.00,182,0,"2,490.00","2,474.00",
150,Piramal Enter,"2,654.30",-2.10,"1,015,011","2,654.30",0.00,175,0,"2,711.10","2,711.10",
151,Polycab,"2,517.45",0.72,"252,131",0.00,"2,517.45",0,657,"2,514.00","2,499.40",
152,Power Finance,138.10,-1.00,"4,692,840",138.10,0.00,"28,696",0,140.50,139.50,
153,Power Grid Corp,182.00,-0.08,"7,193,005",182.00,0.00,670,0,183.70,182.15,
154,Prestige Estate,510.55,3.00,"2,044,643",0.00,510.55,0,"18,867",484.00,495.70,
155,P and G,"14,867.30",1.52,"16,118",0.00,"14,867.30",0,3,"14,754.85","14,644.95",
156,PNB,41.75,-0.24,"28,798,008",41.75,0.00,"2,376",0,42.20,41.85,
157,RBL Bank,211.20,-0.19,"5,853,095",211.20,0.00,48,0,212.75,211.60,
158,REC,145.65,-2.77,"6,632,523",0.00,145.65,0,72,150.90,149.80,
159,Reliance,"2,593.10",1.51,"4,020,744",0.00,"2,593.10",0,"7,865","2,562.90","2,554.55",
160,Sanofi India,"8,290.35",3.34,"17,339","8,290.35",0.00,56,0,"8,035.00","8,022.35",
161,SBI Card,"1,085.70",1.09,"914,220",0.00,"1,085.70",0,160,"1,085.00","1,073.95",
162,SBI Life Insura,"1,174.90",1.88,"1,281,030",0.00,"1,174.90",0,302,"1,154.00","1,153.20",
163,Shree Cements,"29,388.90",1.30,"23,683","29,388.90",0.00,16,0,"29,228.45","29,010.55",
164,Shriram Trans,"1,622.40",-0.85,"1,102,283",0.00,"1,622.40",0,99,"1,646.90","1,636.30",
165,Siemens,"2,384.65",-0.54,"261,079","2,384.65",0.00,42,0,"2,410.00","2,397.50",
166,SRF,"2,154.90",1.38,"1,747,671","2,154.90",0.00,286,0,"2,159.00","2,125.60",
167,SBI,511.35,0.34,"19,836,221",0.00,511.35,0,327,512.00,509.60,
168,SAIL,117.50,0.43,"24,442,697",0.00,117.50,0,"71,622",118.00,117.00,
169,Sun Pharma,806.50,1.47,"2,076,523",0.00,806.50,0,315,803.95,794.85,
170,Sun TV Network,562.35,-0.87,"1,004,838",0.00,562.35,0,"6,759",566.90,567.30,
171,Syngene Intl,554.65,1.66,"534,248",0.00,554.65,0,548,548.00,545.60,
172,Tata Chemicals,935.85,1.13,"1,193,780",935.85,0.00,476,0,930.00,925.35,
173,TCS,"3,526.05",1.09,"1,747,259",0.00,"3,526.05",0,"1,492","3,506.00","3,488.20",
174,TATA,847.90,1.22,"1,180,441",0.00,847.90,0,"2,771",842.25,837.65,
175,Tata Elxsi,"6,552.75",-0.59,"164,665","6,552.75",0.00,742,0,"6,651.15","6,591.80",
176,Tata Motors,507.05,0.72,"20,731,808",507.05,0.00,"2,838",0,506.95,503.45,
177,Tata Power,239.85,0.04,"42,038,250",239.85,0.00,497,0,242.00,239.75,
178,Tata Steel,"1,287.25",-0.95,"23,239,558",0.00,"1,287.25",0,434,"1,340.00","1,299.60",
179,Tech Mahindra,"1,585.00",4.14,"3,713,868",0.00,"1,585.00",0,"1,365","1,538.50","1,521.95",
180,Ramco Cements,"1,067.00",0.16,"210,199",0.00,"1,067.00",0,106,"1,066.20","1,065.25",
181,Titan Company,"2,539.50",0.45,"1,673,817",0.00,"2,539.50",0,"1,103","2,547.85","2,528.10",
182,Torrent Pharma,"2,791.35",-1.53,"754,595",0.00,"2,791.35",0,16,"2,834.60","2,834.60",
183,Torrent Power,539.30,0.75,"1,334,026",0.00,539.30,0,"1,510",535.30,535.30,
184,Trent,"1,149.15",0.17,"502,799",0.00,"1,149.15",0,8,"1,150.20","1,147.20",
185,TVS Motor,729.05,-2.41,"4,094,224",0.00,729.05,0,"2,161",752.00,747.05,
186,UltraTechCement,"8,080.75",0.37,"180,509","8,080.75",0.00,13,0,"8,085.00","8,050.65",
187,Union Bank,50.00,0.81,"21,666,644",0.00,50.00,0,"3,614",49.70,49.60,
188,United Brewerie,"1,734.80",1.20,"186,206",0.00,"1,734.80",0,190,"1,722.00","1,714.15",
189,United Spirits,958.60,0.81,"1,530,182",0.00,958.60,0,76,954.00,950.90,
190,UPL,769.55,0.63,"1,608,464",0.00,769.55,0,"2,165",770.00,764.70,
191,V-Guard Ind,253.00,0.08,"180,747",253.00,0.00,"1,040",0,252.20,252.80,
192,Varun Beverages,971.85,5.45,"667,697",971.85,0.00,"2,140",0,928.70,921.60,
193,Vedanta,328.20,1.34,"15,039,279",328.20,0.00,"7,935",0,325.90,323.85,
194,Vodafone Idea,10.30,4.57,"285,024,686",0.00,10.30,0,"390,752",9.95,9.85,
195,Voltas,"1,264.35",1.24,"569,624",0.00,"1,264.35",0,1,"1,255.50","1,248.90",
196,Whirlpool,"2,276.95",-1.73,"254,066","2,276.95",0.00,9,0,"2,330.00","2,317.05",
197,Wipro,660.05,2.84,"6,063,253",660.05,0.00,"4,123",0,648.00,641.80,
198,Yes Bank,13.15,-0.75,"43,718,885",13.15,0.00,"308,853",0,13.30,13.25,
199,Zee Entertain,312.70,-0.43,"13,094,002",0.00,312.70,0,"17,817",322.50,314.05,
